Summary,Precip Type,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Year,Month,Day,Hour
Overcast,rain,10.98333333,0.88,14.3129,338,10.465,1007.65,2008,10,4,6
Overcast,rain,10.97222222,0.87,17.4041,310,7.9051,1008.34,2008,10,4,7
Overcast,rain,9.977777778,0.93,15.9068,300,6.1663,1008.98,2008,10,4,8
Overcast,rain,10.97777778,0.87,16.1161,288,8.4686,1010.5,2008,10,4,15
Clear,rain,4.711111111,0.85,10.7548,276,11.6886,1014.5,2008,10,5,0
Clear,rain,4.122222222,0.86,6.9391,259,9.982,1015.01,2008,10,6,3
Clear,rain,15.72222222,0.5,10.8192,71,15.8263,1020.69,2008,8,31,22
Clear,rain,14.1,0.57,10.8836,60,15.8263,1020.77,2008,8,31,23
Clear,rain,9.977777778,0.74,3.0751,50,15.8263,1020.57,2008,9,1,1
Clear,rain,9.372222222,0.77,3.22,10,15.8263,1020.27,2008,9,1,2
Clear,rain,9.083333333,0.83,3.864,32,14.9569,1020.18,2008,9,1,3
Clear,rain,7.8,0.89,4.6046,10,9.982,1020.1,2008,9,1,4
Clear,rain,12.52777778,0.73,3.1556,58,9.982,1020.39,2008,9,1,5
Clear,rain,12.75555556,0.83,3.0268,323,15.8263,1020.59,2008,9,9,23
Clear,rain,12.15555556,0.86,3.22,10,15.8263,1020.37,2008,9,10,1
Clear,rain,10.18888889,0.9,3.1395,313,14.0875,1020.37,2008,9,10,3
Clear,rain,9.977777778,0.93,3.22,310,7.9695,1020.27,2008,9,10,4
Clear,rain,16.75,0.78,2.8175,290,9.982,1020.93,2008,9,10,6
Clear,rain,16.09444444,0.81,6.1985,173,15.8263,1017.17,2008,9,10,22
Clear,rain,13.86666667,0.86,3.5259,86,15.8263,1008.98,2008,9,12,2
Clear,rain,13.66666667,0.81,6.8264,103,14.9569,1008.86,2008,9,12,3
Overcast,rain,18.23888889,0.84,13.3791,59,9.982,1008.52,2008,9,12,21
Overcast,rain,17.73333333,0.86,10.5294,3,11.9784,1009.19,2008,9,12,22
Overcast,rain,16.68888889,0.89,6.6493,61,11.9784,1009.68,2008,9,12,23
Overcast,rain,16.59444444,0.9,3.6386,22,9.982,1009.11,2008,9,13,1
Overcast,rain,16.03888889,0.87,14.1358,30,14.9086,1009.14,2008,9,13,2
Overcast,rain,15.64444444,0.85,7.1001,18,14.168,1009.71,2008,9,13,3
Overcast,rain,14.97222222,0.78,17.2431,30,9.982,1010.01,2008,9,13,4
Overcast,rain,14.90555556,0.78,17.5973,41,9.982,1010.99,2008,9,13,5
Overcast,rain,13.97777778,0.79,20.2538,40,10.6743,1011.67,2008,9,13,6
Overcast,rain,10.52222222,0.54,19.32,29,15.3111,1017.05,2008,9,13,21
Overcast,rain,9.927777778,0.55,20.0606,40,15.8263,1017.11,2008,9,13,22
Overcast,rain,9.45,0.84,17.2753,20,8.7101,1016.17,2008,9,14,0
Overcast,rain,9.461111111,0.68,19.1107,29,15.3111,1017.35,2008,9,14,3
Overcast,rain,14.95555556,0.55,13.1215,136,9.982,1016.3,2008,9,14,14
Overcast,rain,13.78888889,0.65,8.6457,131,11.0285,1016.87,2008,9,14,15
Overcast,rain,12.87222222,0.71,9.6278,167,11.2056,1016.42,2008,9,14,16
Overcast,rain,12.28888889,0.79,8.4364,209,11.27,1017.16,2008,9,14,17
Overcast,rain,10.86666667,0.9,5.7477,303,9.1448,1016.42,2008,9,14,21
Overcast,rain,10.48333333,0.89,2.8175,287,8.1949,1016.03,2008,9,14,22
Overcast,rain,10.38888889,0.83,14.1519,29,8.1949,1015.83,2008,9,14,23
Overcast,rain,8.838888889,0.93,17.0821,21,6.1985,1014.98,2008,9,15,1
Overcast,rain,8.838888889,0.89,17.0016,40,6.1985,1014.08,2008,9,15,2
Overcast,rain,8.477777778,0.93,13.5723,39,5.8765,1013.27,2008,9,15,3
Overcast,rain,8.816666667,0.93,7.9373,38,4.5885,1012.91,2008,9,15,4
Overcast,rain,8.816666667,0.93,8.0822,18,4.5885,1012.39,2008,9,15,5
Overcast,rain,8.933333333,0.93,12.4614,26,4.5724,1011.76,2008,9,15,6
Overcast,rain,9.883333333,0.87,8.0178,352,4.2021,1011.8,2008,9,15,7
Overcast,rain,9.955555556,0.93,7.7119,332,4.1216,1011.89,2008,9,15,8
Overcast,rain,10.04444444,0.93,9.3702,0,4.5724,1011.98,2008,9,15,9
Overcast,rain,11.04444444,0.86,7.7602,19,7.2772,1011.39,2008,9,15,10
Overcast,rain,11.06666667,0.86,4.7656,30,6.0697,1011.19,2008,9,15,11
Overcast,rain,11.10555556,0.87,6.2146,342,4.3792,1011.2,2008,9,15,12
Overcast,rain,11.08888889,0.93,7.2289,329,5.0393,1010.98,2008,9,15,13
Overcast,rain,11.08888889,0.93,10.3362,319,5.1359,1010.86,2008,9,15,14
Overcast,rain,11.08888889,0.93,7.9373,318,7.6636,1010.7,2008,9,15,15
Overcast,rain,11.01666667,0.93,9.2253,279,11.0446,1010.67,2008,9,15,17
Overcast,rain,10.14444444,0.93,11.8979,270,10.948,1011.08,2008,9,15,18
Overcast,rain,10.0,0.93,9.2253,269,11.1251,1011.17,2008,9,15,19
Overcast,rain,9.955555556,0.93,11.0446,260,14.812,1011.35,2008,9,15,20
Overcast,rain,9.455555556,0.93,10.1108,275,5.7799,1013.05,2008,9,16,0
Foggy,rain,7.433333333,0.93,6.4239,200,2.2057,1010.51,2008,9,16,1
Foggy,rain,8.961111111,0.93,13.6689,220,2.0286,1010.31,2008,9,16,2
Overcast,rain,9.094444444,0.93,10.3201,209,3.703,1010.08,2008,9,16,3
Foggy,rain,10.0,0.93,10.5294,201,2.6404,1009.66,2008,9,16,4
Overcast,rain,10.0,0.93,11.9462,211,4.347,1010.03,2008,9,16,5
Overcast,rain,10.03333333,0.93,10.3201,216,5.6511,1010.31,2008,9,16,6
Foggy,rain,11.11111111,0.86,8.1949,273,2.9624,1009.87,2008,9,16,8
Overcast,rain,12.22222222,0.8,7.9534,271,11.27,1010.67,2008,9,16,10
Overcast,rain,11.06111111,0.86,11.27,290,4.991,1012.75,2008,9,16,19
Overcast,rain,10.58333333,0.89,11.0285,292,4.991,1013.04,2008,9,16,20
Overcast,rain,10.05555556,0.9,13.041,291,4.6046,1013.33,2008,9,16,21
Overcast,rain,10.0,0.93,12.0911,283,5.1359,1012.3,2008,9,16,22
Overcast,rain,9.905555556,0.89,10.1591,273,5.2808,1013.41,2008,9,16,23
Overcast,rain,8.983333333,0.93,4.2182,289,8.1144,1019.83,2008,9,17,0
Overcast,rain,9.377777778,0.93,10.304,275,5.1359,1013.52,2008,9,17,1
Overcast,rain,9.377777778,0.93,5.635,268,6.1985,1013.74,2008,9,17,2
Overcast,rain,9.388888889,0.93,6.8103,266,6.4078,1013.83,2008,9,17,3
Foggy,rain,9.861111111,0.93,19.6742,350,2.8175,1014.08,2008,9,17,4
Foggy,rain,8.844444444,0.93,19.5937,350,3.059,1014.66,2008,9,17,5
Overcast,rain,8.961111111,0.93,15.134,346,8.2271,1015.39,2008,9,17,6
Overcast,rain,11.01666667,0.8,15.6331,320,11.27,1017.41,2008,9,17,11
Overcast,rain,10.06666667,0.86,12.397,343,4.4114,1017.73,2008,9,17,12
Overcast,rain,10.05,0.85,11.2217,320,3.4293,1018.08,2008,9,17,13
Foggy,rain,10.09444444,0.85,11.3505,320,2.9624,1018.37,2008,9,17,14
Overcast,rain,10.06111111,0.85,11.5759,300,6.5366,1018.58,2008,9,17,15
Overcast,rain,10.02222222,0.86,12.7029,300,8.1949,1018.8,2008,9,17,16
Overcast,rain,10.0,0.86,4.8622,335,11.27,1019.19,2008,9,17,17
Overcast,rain,9.127777778,0.91,5.9248,15,8.4686,1020.0,2008,9,17,18
Overcast,rain,8.961111111,0.92,4.508,325,6.3434,1020.56,2008,9,17,20
Overcast,rain,9.0,0.92,3.2683,261,6.5366,1020.84,2008,9,17,21
Overcast,rain,9.333333333,0.89,10.3201,9,8.1949,1021.09,2008,9,17,23
Overcast,rain,9.272222222,0.86,6.7781,257,9.6278,1021.88,2008,9,18,0
Overcast,rain,8.711111111,0.93,3.5259,266,10.0464,1021.0,2008,9,18,1
Overcast,rain,8.688888889,0.89,6.6332,288,10.0464,1020.99,2008,9,18,2
Overcast,rain,8.505555556,0.88,7.4543,303,9.6761,1020.93,2008,9,18,3
Overcast,rain,7.894444444,0.88,9.821,292,11.1251,1022.36,2008,9,18,8
Overcast,rain,9.988888889,0.83,9.6922,301,11.0285,1022.74,2008,9,18,9
Overcast,rain,11.17777778,0.76,9.7244,301,11.2056,1022.67,2008,9,18,10
Overcast,rain,11.22222222,0.76,11.2217,310,11.2056,1022.66,2008,9,18,11
Overcast,rain,12.27777778,0.7,10.465,306,11.0768,1022.62,2008,9,18,12
Overcast,rain,12.28888889,0.73,12.2843,319,11.27,1022.45,2008,9,18,13
Overcast,rain,12.35555556,0.71,13.7333,338,11.27,1022.35,2008,9,18,14
Overcast,rain,12.32777778,0.69,12.0106,340,11.0768,1022.44,2008,9,18,15
Overcast,rain,9.866666667,0.86,7.8246,250,11.2056,1022.87,2008,9,18,19
Overcast,rain,10.36111111,0.86,3.3649,250,8.1305,1022.68,2008,9,18,20
Overcast,rain,9.933333333,0.86,3.6386,274,8.4203,1022.77,2008,9,18,21
Overcast,rain,9.755555556,0.83,6.44,260,9.982,1022.47,2008,9,18,22
Overcast,rain,9.205555556,0.89,6.3434,222,9.982,1022.28,2008,9,18,23
Overcast,rain,11.39444444,0.75,13.3791,67,10.948,1019.45,2008,9,19,15
Overcast,rain,10.15555556,0.77,15.0213,71,11.27,1019.75,2008,9,19,16
Overcast,rain,9.994444444,0.77,4.2343,93,11.1251,1020.28,2008,9,19,19
Overcast,rain,9.488888889,0.82,5.635,99,14.9569,1020.29,2008,9,19,20
Overcast,rain,8.572222222,0.89,3.1878,26,5.5867,1020.31,2008,9,19,21
Clear,rain,14.1,0.73,5.2647,76,15.3111,1015.07,2008,9,2,0
Overcast,rain,8.4,0.92,6.4239,280,4.669,1019.89,2008,9,19,22
Overcast,rain,8.377777778,0.93,6.3434,328,7.1323,1019.68,2008,9,19,23
Overcast,rain,9.322222222,0.9,10.1591,322,9.9015,1019.53,2008,9,20,0
Overcast,rain,8.333333333,0.93,6.4561,283,6.118,1018.89,2008,9,20,1
Overcast,rain,8.361111111,0.9,6.9713,301,6.3434,1018.67,2008,9,20,3
Overcast,rain,7.822222222,0.95,9.4668,311,4.6207,1018.49,2008,9,20,4
Overcast,rain,8.838888889,0.89,8.1144,310,4.6207,1018.79,2008,9,20,5
Overcast,rain,8.838888889,0.9,4.347,324,4.5724,1019.25,2008,9,20,6
Overcast,rain,8.911111111,0.89,9.6761,302,5.2808,1019.29,2008,9,20,7
Overcast,rain,10.02222222,0.83,12.6063,322,6.3434,1019.69,2008,9,20,8
Overcast,rain,12.15,0.74,11.2539,348,11.27,1019.79,2008,9,20,10
Overcast,rain,12.18333333,0.72,15.3755,327,11.0768,1019.61,2008,9,20,12
Overcast,rain,12.22222222,0.72,15.6975,339,11.27,1019.5,2008,9,20,13
Overcast,rain,12.22222222,0.72,15.4882,319,11.27,1019.49,2008,9,20,14
Overcast,rain,12.17222222,0.74,9.3702,318,11.1251,1019.58,2008,9,20,16
Overcast,rain,11.13333333,0.8,9.0965,300,11.0446,1019.49,2008,9,20,17
Overcast,rain,11.1,0.81,5.0232,325,10.8836,1020.05,2008,9,20,18
Overcast,rain,11.06111111,0.8,4.4436,1,11.0446,1020.29,2008,9,20,19
Overcast,rain,10.53333333,0.86,10.4972,340,9.9015,1020.39,2008,9,20,20
Overcast,rain,10.05,0.89,6.0536,340,10.0303,1020.39,2008,9,20,21
Overcast,rain,9.977777778,0.89,6.0053,359,10.0464,1020.09,2008,9,20,22
Overcast,rain,9.466666667,0.89,5.9248,347,9.9015,1019.61,2008,9,20,23
Overcast,rain,9.4,0.89,6.4561,318,9.9015,1019.09,2008,9,21,1
Overcast,rain,9.422222222,0.89,6.4722,282,9.8049,1018.69,2008,9,21,2
Overcast,rain,9.405555556,0.89,4.2504,281,9.8371,1018.52,2008,9,21,3
Overcast,rain,8.888888889,0.93,5.0876,328,7.9695,1018.38,2008,9,21,4
Overcast,rain,8.888888889,0.93,4.7978,317,6.118,1018.47,2008,9,21,5
Overcast,rain,9.888888889,0.87,5.6994,331,6.6976,1018.47,2008,9,21,6
Overcast,rain,10.99444444,0.86,9.0643,338,6.1985,1018.37,2008,9,21,7
Overcast,rain,11.01666667,0.86,9.2575,340,8.1949,1018.29,2008,9,21,8
Overcast,rain,12.31111111,0.73,9.0482,348,11.27,1016.75,2008,9,21,13
Overcast,rain,12.18888889,0.73,6.5044,354,11.4471,1016.69,2008,9,21,15
Overcast,rain,12.2,0.74,4.6046,10,11.27,1016.87,2008,9,21,16
Overcast,rain,10.97222222,0.87,4.8461,288,11.0285,1016.98,2008,9,21,18
Overcast,rain,10.99444444,0.86,7.8246,280,11.2056,1016.98,2008,9,21,19
Overcast,rain,10.38888889,0.86,6.2307,281,9.7566,1016.73,2008,9,21,20
Overcast,rain,9.888888889,0.89,3.703,278,8.05,1016.79,2008,9,21,21
Overcast,rain,7.311111111,0.93,3.3649,291,4.669,1015.51,2008,9,22,4
Overcast,rain,12.28333333,0.79,3.9606,299,8.4203,1015.06,2008,9,22,18
Overcast,rain,10.48333333,0.89,3.1234,229,6.118,1014.32,2008,9,23,1
Overcast,rain,9.95,0.89,6.9874,310,6.118,1014.13,2008,9,23,2
Overcast,rain,9.972222222,0.89,3.6225,319,6.6976,1014.11,2008,9,23,3
Overcast,rain,9.844444444,0.87,3.22,260,6.0214,1016.64,2008,9,24,4
Overcast,rain,9.888888889,0.87,3.3327,287,6.9874,1017.03,2008,9,24,5
Overcast,rain,10.92777778,0.84,5.8121,214,11.8496,1019.34,2008,9,24,23
Overcast,rain,10.57777778,0.87,16.0678,8,8.3559,1020.98,2008,9,25,0
Overcast,rain,12.87222222,0.82,6.2307,245,11.2056,1019.07,2008,9,25,17
Overcast,rain,12.68888889,0.84,7.4865,242,11.0285,1019.76,2008,9,25,18
Overcast,rain,12.26666667,0.85,7.8085,320,11.27,1020.35,2008,9,25,19
Overcast,rain,11.66666667,0.92,10.9158,335,14.9569,1020.87,2008,9,25,20
Overcast,rain,11.48333333,0.93,4.4436,334,8.1144,1020.95,2008,9,25,21
Overcast,rain,12.12777778,0.9,14.3129,30,8.1949,1021.01,2008,9,25,22
Overcast,rain,11.08888889,0.86,17.3558,21,8.1305,1021.12,2008,9,25,23
Overcast,rain,10.48888889,0.86,14.6188,20,8.05,1021.42,2008,9,26,1
Overcast,rain,9.977777778,0.89,17.5329,39,8.05,1021.7,2008,9,26,2
Overcast,rain,9.588888889,0.9,17.1465,37,8.1144,1021.85,2008,9,26,3
Overcast,rain,8.938888889,0.93,15.7458,21,8.1305,1022.1,2008,9,26,4
Overcast,rain,8.938888889,0.89,14.2968,21,11.2056,1022.6,2008,9,26,5
Overcast,rain,11.33333333,0.91,6.3434,313,11.0285,1025.99,2008,9,26,18
Overcast,rain,11.20555556,0.85,7.5831,307,11.2056,1026.19,2008,9,26,19
Overcast,rain,10.65,0.88,3.6386,333,15.8263,1026.21,2008,9,26,20
Overcast,rain,10.02777778,0.83,14.0553,58,11.2056,1026.29,2008,9,27,4
Overcast,rain,10.00555556,0.86,7.9695,19,11.2056,1026.57,2008,9,27,5
Overcast,rain,12.3,0.74,12.4775,13,9.982,1027.39,2008,9,27,9
Overcast,rain,12.82777778,0.77,12.7351,22,10.0464,1027.38,2008,9,27,10
Overcast,rain,12.67222222,0.73,5.1681,268,9.982,1023.13,2008,9,28,18
Overcast,rain,12.08333333,0.75,3.22,260,9.982,1023.15,2008,9,28,19
Overcast,rain,11.98888889,0.78,6.44,280,11.9784,1023.15,2008,9,28,20
Clear,rain,9.961111111,0.77,3.1878,165,9.982,1018.32,2008,9,29,19
Clear,rain,9.311111111,0.83,6.2951,162,15.8263,1018.42,2008,9,29,20
Clear,rain,9.177777778,0.82,6.0697,191,14.9569,1018.5,2008,9,29,21
Clear,rain,16.97222222,0.66,6.1502,130,9.982,1014.55,2008,9,2,22
Clear,rain,15.88333333,0.7,5.6994,160,15.8263,1014.54,2008,9,2,23
Clear,rain,13.77222222,0.75,3.22,240,15.8263,1014.24,2008,9,3,1
Clear,rain,14.23888889,0.76,6.2307,141,15.8263,1014.05,2008,9,3,2
Clear,rain,14.33333333,0.78,3.5581,141,14.9569,1014.33,2008,9,3,3
Clear,rain,17.81666667,0.71,7.9695,176,9.982,1014.94,2008,9,3,6
Clear,rain,22.22777778,0.55,10.948,180,9.982,1015.1,2008,9,3,7
Clear,rain,23.86666667,0.49,10.626,150,10.3523,1011.93,2008,9,3,18
Clear,rain,22.15,0.53,4.7978,178,9.982,1012.22,2008,9,3,19
Clear,rain,20.53333333,0.57,6.5849,167,15.8263,1012.61,2008,9,3,20
Clear,rain,20.15555556,0.61,7.5831,160,15.3111,1012.49,2008,9,3,21
Clear,rain,8.227777778,0.83,6.3756,182,14.9086,1018.11,2008,9,29,22
Clear,rain,6.605555556,0.89,3.1234,170,9.982,1017.91,2008,9,29,23
Foggy,rain,6.044444444,0.93,3.3488,162,1.2236,1017.71,2008,9,30,1
Clear,rain,10.51111111,0.78,6.3756,172,14.9086,1014.78,2008,9,30,20
Clear,rain,19.48888889,0.61,6.6493,141,15.8263,1012.41,2008,9,3,22
Clear,rain,18.88333333,0.61,11.2378,151,15.8263,1012.31,2008,9,3,23
Clear,rain,17.06666667,0.75,7.9373,152,9.982,1012.91,2008,9,4,5
Clear,rain,19.70555556,0.62,10.8997,150,15.8263,1012.76,2008,9,5,2
Clear,rain,18.75555556,0.7,6.8264,174,14.9569,1013.19,2008,9,5,3
Clear,rain,21.62222222,0.66,3.1878,145,16.1,1013.33,2008,9,5,20
Clear,rain,22.01111111,0.55,9.7566,199,15.1823,1011.69,2008,9,6,0
Clear,rain,23.66666667,0.44,11.1573,182,15.8263,1010.57,2008,9,6,23
Clear,rain,21.97222222,0.5,10.5455,170,15.8263,1011.12,2008,9,7,1
Clear,rain,20.97777778,0.56,10.8675,141,15.8263,1011.12,2008,9,7,2
Clear,rain,20.31666667,0.58,10.143,141,14.9569,1011.22,2008,9,7,3
Clear,rain,19.82222222,0.58,12.7834,151,9.982,1011.03,2008,9,7,4
Clear,rain,20.88888889,0.55,10.7226,160,9.982,1011.45,2008,9,7,5
Clear,rain,22.56666667,0.51,11.9784,170,10.3523,1011.73,2008,9,7,6
Clear,rain,16.10555556,0.77,8.1466,316,14.168,1018.11,2008,9,8,0
Clear,rain,16.16111111,0.92,3.4293,267,9.982,1018.26,2008,9,8,19
Clear,rain,15.60555556,0.89,3.4454,259,14.9086,1018.69,2008,9,8,20
Clear,rain,13.91666667,0.92,6.7298,283,14.9086,1019.39,2008,9,8,22
Clear,rain,13.9,0.89,6.7942,319,14.9086,1019.49,2008,9,8,23
Clear,rain,12.18888889,0.87,5.4096,326,14.9569,1020.54,2008,9,9,0
Clear,rain,12.73888889,0.86,6.6493,309,15.8263,1019.5,2008,9,9,1
Clear,rain,12.16111111,0.9,3.5742,319,15.8263,1019.92,2008,9,9,2
Clear,rain,11.88333333,0.87,6.6332,310,14.9569,1020.29,2008,9,9,3
Clear,rain,11.11111111,0.93,7.9373,339,9.982,1020.61,2008,9,9,4
Clear,rain,12.73888889,0.95,9.3541,340,9.982,1020.82,2008,9,9,5
Clear,rain,16.71666667,0.83,10.7065,15,9.982,1021.28,2008,9,9,6
Clear,rain,17.78333333,0.78,13.7655,41,9.982,1021.58,2008,9,9,7
Clear,rain,20.07222222,0.68,12.3004,42,9.982,1021.77,2008,9,9,8
Clear,rain,18.95,0.61,4.5885,16,10.3523,1020.28,2008,9,9,18
Clear,rain,14.26111111,0.79,4.1538,352,14.9569,1021.01,2008,9,9,21
Overcast,rain,11.66666667,0.74,14.49,40,16.1,1020.4,2009,3,31,22
Overcast,rain,11.11111111,0.77,11.27,40,16.1,1020.6,2009,3,31,23
Overcast,rain,10.0,0.77,14.49,50,16.1,1020.0,2009,4,1,1
Overcast,rain,9.444444444,0.8,14.49,40,16.1,1020.0,2009,4,1,2
Overcast,rain,8.977777778,0.8,11.5437,39,15.1501,1019.73,2009,4,1,3
Overcast,rain,8.888888889,0.77,9.66,20,9.982,1019.5,2009,4,1,4
Clear,rain,10.55555556,0.66,3.22,320,0.0,1017.2,2009,4,9,22
Clear,rain,10.57222222,0.68,9.4024,148,14.329,1013.83,2009,4,10,0
Clear,rain,13.03888889,0.69,15.6975,166,15.1501,1013.68,2009,4,11,0
Clear,rain,10.55555556,0.66,6.44,170,15.134,1012.9,2009,4,11,1
Clear,rain,10.0,0.71,6.44,180,15.134,1012.8,2009,4,11,2
Clear,rain,19.95,0.52,12.0106,180,10.3684,1013.58,2009,4,11,9
Clear,rain,9.494444444,0.69,11.4471,152,14.329,1012.19,2009,4,12,0
Clear,rain,12.77777778,0.69,17.71,170,16.1,1013.5,2009,4,12,1
Clear,rain,11.66666667,0.71,14.49,170,16.1,1013.5,2009,4,12,2
Clear,rain,11.66666667,0.67,20.3343,160,15.1501,1013.3,2009,4,12,3
Clear,rain,10.0,0.66,17.71,170,9.982,1013.4,2009,4,12,4
Clear,rain,11.11111111,0.61,17.71,170,9.982,1013.7,2009,4,12,5
Clear,rain,13.88888889,0.51,17.71,170,15.134,1012.1,2009,4,12,20
Clear,rain,12.84444444,0.55,14.4095,165,14.329,1011.87,2009,4,12,21
Clear,rain,12.22222222,0.57,14.49,170,15.134,1011.8,2009,4,12,22
Clear,rain,10.55555556,0.63,11.27,140,15.134,1012.0,2009,4,12,23
Clear,rain,8.888888889,0.68,14.49,140,15.134,1011.4,2009,4,13,1
Clear,rain,8.888888889,0.66,17.71,140,15.134,1011.1,2009,4,13,2
Clear,rain,8.366666667,0.69,13.4435,144,14.329,1011.17,2009,4,13,3
Clear,rain,7.777777778,0.68,11.27,110,9.982,1010.9,2009,4,13,4
Clear,rain,7.777777778,0.76,11.27,60,9.982,1011.2,2009,4,13,5
Overcast,rain,18.88888889,0.43,16.1,180,9.982,1008.2,2009,4,13,13
Overcast,rain,10.0,0.66,6.44,240,16.1,1009.8,2009,4,13,20
Overcast,rain,8.333333333,0.76,3.22,320,15.134,1009.0,2009,4,14,1
Overcast,rain,8.161111111,0.76,7.245,69,14.329,1008.87,2009,4,14,3
Overcast,rain,7.222222222,0.79,4.83,10,9.982,1008.9,2009,4,14,4
Overcast,rain,9.861111111,0.73,5.3291,31,9.982,1009.14,2009,4,14,6
Overcast,rain,15.0,0.55,3.22,300,11.27,1008.9,2009,4,14,11
Overcast,rain,15.0,0.55,4.83,240,11.27,1008.6,2009,4,14,14
Clear,rain,7.027777778,0.89,2.9785,199,14.329,1014.37,2009,4,15,0
Clear,rain,17.67222222,0.52,7.8568,324,9.982,1013.78,2009,4,15,9
Clear,rain,9.6,0.77,5.1037,285,15.1501,1014.35,2009,4,15,21
Clear,rain,7.777777778,0.89,3.22,170,16.1,1014.4,2009,4,15,22
Clear,rain,8.888888889,0.74,11.27,50,15.134,1014.8,2009,4,16,1
Clear,rain,8.888888889,0.68,11.27,40,15.134,1014.9,2009,4,16,2
Clear,rain,8.144444444,0.71,11.8013,59,14.329,1014.88,2009,4,16,3
Clear,rain,8.888888889,0.66,11.27,70,9.982,1014.9,2009,4,16,4
Clear,rain,10.0,0.66,8.05,50,9.982,1015.1,2009,4,16,5
Clear,rain,12.03333333,0.58,12.075,67,9.982,1015.35,2009,4,16,6
Clear,rain,13.88888889,0.55,9.66,70,9.982,1015.4,2009,4,16,7
Clear,rain,16.11111111,0.48,11.27,70,9.982,1015.7,2009,4,16,8
Clear,rain,17.76111111,0.45,4.2343,75,10.3684,1015.59,2009,4,16,9
Clear,rain,14.02777778,0.54,13.8943,128,15.1501,1012.39,2009,4,16,21
Clear,rain,8.366666667,0.89,7.6636,147,5.7638,1013.55,2009,4,17,0
Overcast,rain,13.48888889,0.58,7.7602,161,15.1501,1010.93,2009,4,17,3
Overcast,rain,12.77777778,0.77,17.71,280,9.982,1011.8,2009,4,17,14
Overcast,rain,13.05555556,0.7,13.4596,269,11.4471,1011.82,2009,4,17,15
Clear,rain,9.444444444,0.89,14.49,160,16.1,1012.7,2009,4,17,20
Overcast,rain,15.27777778,0.53,12.4614,55,15.1501,1020.55,2009,4,19,0
Overcast,rain,11.66666667,0.74,6.44,0,16.1,1017.4,2009,4,19,1
Overcast,rain,11.66666667,0.71,6.44,20,16.1,1017.5,2009,4,19,2
Overcast,rain,11.45555556,0.78,5.5706,28,15.1501,1017.51,2009,4,19,3
Overcast,rain,11.11111111,0.8,3.22,10,11.27,1017.7,2009,4,19,4
Overcast,rain,12.22222222,0.74,3.22,30,11.27,1018.2,2009,4,19,5
Overcast,rain,17.65555556,0.47,13.0893,61,15.1501,1020.55,2009,4,19,21
Overcast,rain,16.66666667,0.48,14.49,60,16.1,1020.9,2009,4,19,22
Overcast,rain,15.55555556,0.51,17.71,40,16.1,1021.1,2009,4,19,23
Overcast,rain,15.0,0.53,14.49,50,16.1,1020.9,2009,4,20,1
Overcast,rain,13.33333333,0.9,6.44,50,15.134,1018.7,2009,4,21,1
Overcast,rain,13.33333333,0.91,6.9552,35,14.329,1018.11,2009,4,21,3
Clear,rain,13.33333333,0.47,14.49,30,0.0,1015.0,2009,4,21,22
Clear,rain,12.22222222,0.5,11.27,40,0.0,1015.7,2009,4,21,23
Overcast,rain,11.11111111,0.69,11.27,240,16.1,1017.4,2009,4,22,23
Overcast,rain,10.55555556,0.74,3.22,170,15.134,1016.6,2009,4,23,1
Overcast,rain,9.444444444,0.83,6.44,140,15.134,1016.7,2009,4,23,2
Overcast,rain,9.533333333,0.84,11.27,141,11.753,1016.78,2009,4,23,3
Clear,rain,9.672222222,0.55,12.1072,113,15.1501,1021.8,2009,4,25,0
Overcast,rain,11.11111111,0.63,6.44,40,16.1,1018.8,2009,4,25,1
Overcast,rain,11.66666667,0.57,11.27,20,16.1,1019.1,2009,4,25,2
Overcast,rain,11.16111111,0.54,16.5669,28,9.982,1019.4,2009,4,25,3
Clear,rain,12.73888889,0.45,10.9641,0,10.3684,1020.88,2009,4,25,18
Clear,rain,11.11111111,0.5,9.66,350,9.982,1021.6,2009,4,25,19
Clear,rain,10.0,0.54,6.44,340,16.1,1021.9,2009,4,25,20
Clear,rain,9.183333333,0.59,10.8192,28,15.1501,1021.92,2009,4,25,21
Clear,rain,9.444444444,0.56,11.27,60,16.1,1021.9,2009,4,25,22
Clear,rain,11.11111111,0.46,14.49,120,16.1,1022.1,2009,4,25,23
Clear,rain,8.333333333,0.76,17.71,150,16.1,1023.1,2009,4,26,2
Clear,rain,6.805555556,0.86,15.295,140,15.1501,1023.57,2009,4,26,3
Clear,rain,6.111111111,0.86,12.88,130,9.982,1024.1,2009,4,26,4
Clear,rain,7.777777778,0.76,12.88,150,9.982,1024.4,2009,4,26,5
Clear,rain,10.0,0.71,20.2377,154,10.3684,1024.78,2009,4,26,6
Clear,rain,9.811111111,0.54,20.4953,131,15.1501,1015.73,2009,4,27,0
Clear,rain,12.32777778,0.44,18.0803,134,15.5204,1015.71,2009,4,27,21
Clear,rain,10.55555556,0.52,17.71,130,16.1,1015.2,2009,4,27,22
Clear,rain,10.0,0.56,17.71,130,16.1,1014.9,2009,4,27,23
Clear,rain,9.444444444,0.56,17.71,120,16.1,1013.6,2009,4,28,2
Clear,rain,9.822222222,0.56,20.4792,127,15.1501,1013.12,2009,4,28,3
Clear,rain,8.888888889,0.63,16.1,130,9.982,1013.2,2009,4,28,4
Overcast,rain,15.55555556,0.44,14.49,160,16.1,1010.8,2009,4,28,20
